DATAFLOW,freq,indic_bt,nace_r2,s_adj,unit,Country,Date,Num,OBS_FLAG
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ES,2020-12,93.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ES,2021-01,98.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ES,2021-02,103.3,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ES,2021-03,111.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2019-08,90.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2019-09,113.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2019-10,114.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2019-11,111.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2019-12,96.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-01,100.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-02,102.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-03,100.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-04,74.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-05,85.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-06,97.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-07,99.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-08,84.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-09,106.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-10,110.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-11,111.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2020-12,96.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2021-01,101.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2021-02,100.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU27_2020,2021-03,112.1,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU28,2019-08,91.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU28,2019-09,112.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU28,2019-10,113.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU28,2019-11,110.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU28,2019-12,96.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,EU28,2020-01,100.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2019-08,112.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2019-09,122.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2019-10,121,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2019-11,118.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2019-12,121.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-01,102.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-02,100.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-03,122.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-04,110.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-05,106.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-06,112.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-07,99,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-08,110.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-09,116,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-10,118.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-11,116.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2020-12,118.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2021-01,100,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2021-02,103.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FI,2021-03,118.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2019-08,79.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2019-09,110.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2019-10,113.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2019-11,106.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2019-12,98.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-01,99.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-02,100.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-03,91.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-04,66.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-05,76.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-06,98.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-07,95.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-08,72.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-09,102.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-10,107,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-11,101.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2020-12,94.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2021-01,98.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2021-02,93.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,FR,2021-03,105.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2019-08,90.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2019-09,112.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2019-10,113.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2019-11,110.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2019-12,98.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-01,90.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-02,100.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-03,107.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-04,96,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-05,97.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-06,103.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-07,113.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-08,89.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-09,110.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-10,115.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-11,109,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2020-12,98.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2021-01,91.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2021-02,104.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HR,2021-03,118.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2019-08,104.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2019-09,127.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2019-10,126.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2019-11,124.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2019-12,98.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-01,113.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-02,117.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-03,112.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-04,72,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-05,87,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-06,107.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-07,105.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-08,105.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-09,127.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-10,130,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-11,126.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2020-12,100.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2021-01,109.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,HU,2021-02,121.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2019-08,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2019-09,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2019-10,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2019-11,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2019-12,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-01,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-02,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-03,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-04,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-05,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-06,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-07,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-08,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-09,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-10,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-11,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2020-12,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2021-01,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2021-02,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IE,2021-03,,c
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2019-08,66,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2019-09,112.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2019-10,115.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2019-11,110.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2019-12,88,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-01,99.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-02,106.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-03,80.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-04,55.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-05,91.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-06,95.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-07,107.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-08,65.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-09,106.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-10,113.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-11,106.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2020-12,86.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2021-01,97.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2021-02,105.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,IT,2021-03,114.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2019-08,120.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2019-09,126.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2019-10,126.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2019-11,127.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2019-12,116.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-01,108.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-02,108.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-03,121.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-04,102.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-05,113.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-06,118.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-07,118.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-08,122.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-09,125.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-10,129.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-11,126.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2020-12,117.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2021-01,122,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2021-02,119.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LT,2021-03,139.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2019-08,92.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2019-09,106.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2019-10,105.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2019-11,98.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2019-12,86,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-01,92.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-02,96.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-03,90.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-04,69.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-05,79.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-06,89.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-07,93.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-08,79.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-09,99.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-10,101.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-11,97.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2020-12,83.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2021-01,92.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2021-02,91.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LU,2021-03,98.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2019-08,127.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2019-09,123.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2019-10,130.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2019-11,127.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2019-12,119.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-01,89,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-02,98.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-03,112.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-04,111.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-05,119.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-06,123.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-07,125.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-08,126,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-09,122.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-10,132.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-11,133.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2020-12,125.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2021-01,91.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2021-02,99.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,LV,2021-03,116.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2019-08,92.6,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2019-09,101.9,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2019-10,103.4,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2019-11,87.1,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2019-12,100,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-01,75.6,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-02,86.3,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-03,99.6,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-04,73.2,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-05,97.1,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-06,83.4,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-07,97.3,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,ME,2020-08,89,s
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2019-08,105.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2019-09,123.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2019-10,129.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2019-11,125.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2019-12,112.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-01,94.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-02,109.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-03,102.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-04,66,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-05,80.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-06,99.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-07,112.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-08,97.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-09,121.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-10,121.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-11,118,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2020-12,116.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2021-01,85.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2021-02,97,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MK,2021-03,108.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2019-08,97,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2019-09,107.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2019-10,106.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2019-11,105.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2019-12,88.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-01,100.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-02,101.3,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-03,101.3,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-04,88.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-05,93.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-06,93.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-07,100.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-08,93.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-09,103.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-10,111.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-11,106.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2020-12,86.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2021-01,99.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2021-02,91.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,MT,2021-03,100.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2019-08,97.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2019-09,114.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2019-10,116.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2019-11,115,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2019-12,104.5,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-01,106.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-02,103.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-03,113.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-04,95.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-05,95.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-06,100.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-07,98.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-08,93.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-09,106.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-10,111.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-11,111.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2020-12,104.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2021-01,107.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2021-02,101.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NL,2021-03,116.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2019-08,100.2,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2019-09,107.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2019-10,109.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2019-11,106.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2019-12,91.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-01,103,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-02,97.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-03,99.4,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-04,91,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-05,97.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-06,96.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-07,70.3,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-08,97.7,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-09,103.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-10,106.8,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-11,105.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2020-12,90.6,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2021-01,103.9,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2021-02,98.1,
ESTAT:STS_INPR_M(1.0),M,PROD,C,CA,I15,NO,2021-03,104.1,
