DATAFLOW,freq,indic_bt,nace_r2,s_adj,unit,Country,Date,Num,OBS_FLAG
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,BG,2020-12,102.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,BG,2021-01,103.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,BG,2021-02,104.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,BG,2021-03,108.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2019-08,116.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2019-09,118.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2019-10,117.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2019-11,116.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2019-12,111.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-01,117.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-02,115.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-03,112.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-04,108,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-05,101.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-06,107.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-07,110.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-08,110.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-09,114.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-10,109.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-11,113.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CH,2020-12,110.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2019-08,131.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2019-09,131.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2019-10,131.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2019-11,130,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2019-12,130.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-01,132.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-02,134.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-03,116.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-04,83.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-05,114.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-06,118.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-07,122.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-08,122.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-09,125.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-10,126.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-11,128.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2020-12,127.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2021-01,127.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CY,2021-02,127.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2019-08,112.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2019-09,113.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2019-10,112.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2019-11,111.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2019-12,110.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-01,112.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-02,113.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-03,99.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-04,75.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-05,89,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-06,102.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-07,107.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-08,110,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-09,111.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-10,113.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-11,113.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2020-12,113.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2021-01,112.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2021-02,110.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,CZ,2021-03,114.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2019-08,100.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2019-09,99.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2019-10,98.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2019-11,99.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2019-12,97.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-01,99.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-02,101.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-03,90.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-04,71.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-05,79,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-06,87.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-07,89.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-08,89.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-09,91.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-10,94.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-11,95.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2020-12,96.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2021-01,96.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2021-02,94.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DE,2021-03,95.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2019-08,110.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2019-09,111.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2019-10,109.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2019-11,104.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2019-12,111.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-01,107.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-02,109.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-03,108.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-04,103.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-05,100.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-06,105.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-07,101.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-08,104.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-09,106.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-10,100,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-11,107.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2020-12,108.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2021-01,110.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2021-02,108.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,DK,2021-03,113.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2019-08,103.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2019-09,103.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2019-10,103.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2019-11,102.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2019-12,101.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-01,102.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-02,103.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-03,91.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-04,74.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-05,84.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-06,92.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-07,96.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-08,97.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-09,97.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-10,99.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-11,101.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2020-12,101.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2021-01,102.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2021-02,101.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EA19,2021-03,101.6,s
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2019-08,116.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2019-09,115.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2019-10,115.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2019-11,118.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2019-12,117.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-01,114.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-02,124,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-03,113.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-04,103.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-05,102.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-06,110.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-07,112,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-08,112.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-09,113.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-10,116.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-11,116.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2020-12,118.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2021-01,117.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2021-02,117.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EE,2021-03,115.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2019-08,109.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2019-09,109.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2019-10,107.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2019-11,101.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2019-12,106.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-01,110.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-02,106.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-03,107.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-04,98.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-05,99.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-06,102.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-07,106.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-08,105.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-09,107.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-10,104.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-11,110.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2020-12,110.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2021-01,114.3,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2021-02,111.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EL,2021-03,113.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2019-08,106.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2019-09,105.7,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2019-10,104.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2019-11,105.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2019-12,104,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-01,104.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-02,103.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-03,90,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-04,70,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-05,80.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-06,91.3,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-07,100.6,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-08,101.1,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-09,101.8,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-10,102.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-11,101.9,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2020-12,102.2,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2021-01,101.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2021-02,101.5,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,ES,2021-03,101.4,p
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2019-08,105.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2019-09,105.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2019-10,105,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2019-11,104.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2019-12,103.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-01,104.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-02,105,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-03,94.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-04,76.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-05,86,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-06,94.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-07,98.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-08,99.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-09,100,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-10,102,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-11,104,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2020-12,104,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2021-01,104.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2021-02,103.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU27_2020,2021-03,104.5,s
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU28,2019-08,104.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU28,2019-09,105.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU28,2019-10,104.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU28,2019-11,104.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU28,2019-12,102.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,EU28,2020-01,104.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2019-08,113.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2019-09,114.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2019-10,112.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2019-11,112.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2019-12,112.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-01,110.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-02,109.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-03,113.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-04,110,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-05,108,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-06,107.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-07,108.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-08,110.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-09,108.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-10,109.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-11,110.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2020-12,109.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2021-01,110.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2021-02,112.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FI,2021-03,110.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2019-08,103,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2019-09,104.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2019-10,103.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2019-11,103.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2019-12,101.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-01,101.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-02,103.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-03,85.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-04,67.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-05,80.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-06,91.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-07,94.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-08,95.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-09,97.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-10,99,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-11,98.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2020-12,98.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2021-01,101.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2021-02,96.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,FR,2021-03,97.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2019-08,105,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2019-09,106.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2019-10,105.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2019-11,106.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2019-12,104.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-01,104.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-02,105.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-03,103.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-04,95.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-05,94,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-06,101.8,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-07,105,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-08,103.9,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-09,105.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-10,107.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-11,104.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2020-12,105.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2021-01,106.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2021-02,110.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HR,2021-03,114.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2019-08,114.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2019-09,118,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2019-10,116.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2019-11,116.1,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2019-12,113.2,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-01,118.4,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-02,116.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-03,104.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-04,72.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-05,86.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-06,101.7,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-07,108.5,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-08,114.3,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-09,116.6,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-10,119,
ESTAT:STS_INPR_M(1.0),M,PROD,B-D,SCA,I15,HU,2020-11,117.9,
